chromosome	scaffold	position	Fst	piPop1	piPop2	piPop1_egg	piPop2_egg	TajDPop1	TajDPop2	thetaWPop1	thetaWPop2	SPop1	SPop2	Dxy	Dxy_egg	SampleNrPop1	SampleNrPop2	genome_pos	comp
CHR5	CHR5	10574960	0.0305	0.0089	0.0031	407.8382	152.8445	-1.4819	0.5538	642.4244	134.4298	2399	502	0.0063	0.0051	12	12	208604193	Shortwinged
CHR5	CHR5	10600371	0.0871	0.0102	0.0013	490.2885	70.3136	-0.6577	0.2885	585.1177	65.6082	2185	245	0.0068	0.0053	12	12	208629604	Shortwinged
CHR5	CHR5	10625000	0.0982	0.0081	0.001	403.1146	51.1145	-0.5903	0.414	471.1699	46.3274	1739	173	0.0055	0.0041	12	12	208654233	Shortwinged
CHR5	CHR5	10650001	0.0484	0.0046	0.0009	223.5134	45.2345	-1.6616	-0.0488	378.6528	45.7918	1414	171	0.003	0.0023	12	12	208679234	Shortwinged
CHR5	CHR5	10674996	0.0354	0.0042	0.0006	201.2845	32.7924	-1.7477	-0.574	353.7485	38.2937	1321	143	0.0026	0.0022	12	12	208704229	Shortwinged
CHR5	CHR5	10700004	0.012	0.0033	0.0005	158.0708	27.0943	-2.0052	-1.1282	312.7769	37.7582	1168	141	0.002	0.0017	12	12	208729237	Shortwinged
CHR5	CHR5	10725001	0.0062	0.0035	0.0008	167.9792	41.6226	-2.1265	-0.4069	353.2129	46.3274	1319	173	0.0022	0.0019	12	12	208754234	Shortwinged
CHR5	CHR5	10749997	0.0036	0.0062	0.0033	303.2571	166.8472	-1.1563	2.2206	424.1768	107.6509	1584	402	0.0048	0.0041	12	12	208779230	Shortwinged
CHR5	CHR5	10775004	0	0.011	0.0094	540.9686	463.5082	0.0156	1.6102	538.9056	332.4471	1989	1227	0.01	0.0069	12	12	208804237	Shortwinged
CHR5	CHR5	10800000	0.0488	0.013	0.0101	611.6035	466.1921	0.4622	0.7392	549.4724	394.7639	2028	1457	0.0127	0.0071	12	12	208829233	Shortwinged
CHR5	CHR5	10825008	0.1025	0.0146	0.0069	649.8446	323.7257	0.188	-0.0513	621.2723	327.841	2293	1210	0.0132	0.0062	12	12	208854241	Shortwinged
CHR5	CHR5	10849977	0.0529	0.0141	0.0081	544.2367	325.316	0.1491	0.1689	525.0875	312.3973	1938	1153	0.0123	0.0062	12	12	208879210	Shortwinged
CHR5	CHR5	10875100	0.0069	0.0098	0.0087	412.3967	359.6815	0.6758	0.7266	353.8516	305.3528	1306	1127	0.0094	0.0059	12	12	208904333	Shortwinged
CHR5	CHR5	10900001	0.0591	0.0099	0.006	496.3775	299.5171	0.9864	0.8528	399.2725	247.4365	1491	924	0.0089	0.0062	12	12	208929234	Shortwinged
CHR5	CHR5	10925000	0.0888	0.0087	0.0034	433.2328	171.9621	0.5911	-0.3078	378.1172	186.1129	1412	695	0.0072	0.0055	12	12	208954233	Shortwinged
CHR5	CHR5	10949998	0.1244	0.0087	0.0024	443.1754	122.4804	0.2059	-1.0566	421.7668	165.761	1575	619	0.0071	0.0053	12	12	208979231	Shortwinged
CHR5	CHR5	10975000	0.1495	0.0108	0.0031	546.4333	156.852	0.5462	-0.5353	482.0076	180.7572	1779	675	0.0094	0.007	12	12	209004233	Shortwinged
CHR5	CHR5	11000002	0.1143	0.0108	0.0046	533.1515	227.8435	0.4515	-0.734	480.111	278.2322	1772	1039	0.0096	0.0076	12	12	209029235	Shortwinged
CHR5	CHR5	11025002	0.0526	0.0097	0.0074	484.043	370.3884	-0.0715	-0.3522	492.7307	405.3307	1840	1496	0.0094	0.0075	12	12	209054235	Shortwinged
CHR5	CHR5	11050003	0.0026	0.0097	0.012	483.1512	592.4376	-0.4637	0.2723	545.485	555.4331	2037	2050	0.0109	0.0085	12	12	209079236	Shortwinged
CHR5	CHR5	11074955	0.0089	0.0107	0.0112	489.7888	510.3207	-0.4295	0.1034	547.3049	497.7223	2020	1837	0.0111	0.0085	12	12	209104188	Shortwinged
CHR5	CHR5	11100134	0.034	0.012	0.0082	556.6475	385.8551	0.2524	-0.3025	524.2747	416.9466	1935	1557	0.0108	0.0074	12	12	209129367	Shortwinged
CHR5	CHR5	11124998	0.0261	0.0118	0.0085	582.2485	426.9327	0.497	-0.4636	519.1268	482.0191	1916	1800	0.0107	0.0079	12	12	209154231	Shortwinged
CHR5	CHR5	11149997	0.0062	0.0108	0.0082	519.6189	396.3459	-0.1042	-0.8833	533.2158	506.6557	1968	1892	0.0096	0.0075	12	12	209179230	Shortwinged
CHR5	CHR5	11175000	0.0025	0.0098	0.0068	474.8635	325.3434	-0.3426	-0.9073	518.314	419.0889	1913	1565	0.0083	0.0061	12	12	209204233	Shortwinged
CHR5	CHR5	11199998	0	0.0093	0.0067	456.901	323.5467	-0.1307	-0.5099	472.111	370.0836	1763	1382	0.008	0.0063	12	12	209229231	Shortwinged
CHR5	CHR5	11225000	0.0201	0.0086	0.0041	426.8666	201.9189	-0.1729	-0.9055	445.8677	260.0225	1665	971	0.0066	0.0054	12	12	209254233	Shortwinged
CHR5	CHR5	11249232	0.0815	0.0089	0.0019	383.1465	82.8093	-0.1871	-0.9625	401.5375	108.7221	1482	406	0.0063	0.0053	12	12	209278465	Shortwinged
CHR5	CHR5	11276292	0.0818	0.0105	0.0017	433.3718	76.9622	-0.5837	-0.4884	505.5796	87.5668	1866	327	0.0072	0.0061	12	12	209305525	Shortwinged
CHR5	CHR5	11299999	0.0566	0.0088	0.001	410.7938	50.2402	-0.9512	-1.0162	535.3834	67.2149	1976	251	0.0054	0.0048	12	12	209329232	Shortwinged
CHR5	CHR5	11324888	0.0354	0.0075	0.0018	321.4399	84.9072	-0.9686	-0.3586	421.3164	93.1904	1555	348	0.005	0.004	12	12	209354121	Shortwinged
CHR5	CHR5	11350108	0.0225	0.0075	0.002	328.4496	94.1802	-1.1307	0.0546	454.1005	92.9226	1676	347	0.005	0.0038	12	12	209379341	Shortwinged
CHR5	CHR5	11373002	0.0168	0.0082	0.0025	345.6788	122.0109	-0.9905	0.4441	456.268	110.0029	1684	406	0.0055	0.0037	12	12	209402235	Shortwinged
CHR5	CHR5	11402190	0.0192	0.0077	0.0023	323.0266	116.6392	-0.9911	-0.106	426.4643	119.7568	1574	442	0.0052	0.0036	12	12	209431423	Shortwinged
CHR5	CHR5	11424999	0.0423	0.0056	0.0011	271.8181	58.1601	-1.291	-0.5421	398.7369	67.2149	1489	251	0.0037	0.0031	12	12	209454232	Shortwinged
CHR5	CHR5	11450000	0.1015	0.0045	0.0013	223.764	66.2197	-1.2843	-0.1969	327.5052	69.625	1223	260	0.0036	0.0029	12	12	209479233	Shortwinged
CHR5	CHR5	11475000	0.0876	0.0043	0.0017	211.2731	83.663	-1.1594	0.2236	295.9062	79.2654	1105	296	0.0036	0.0029	12	12	209504233	Shortwinged
CHR5	CHR5	11499998	0.0561	0.005	0.0014	243.8728	67.9694	-0.8904	0.7923	312.5091	56.7711	1167	212	0.0035	0.003	12	12	209529231	Shortwinged
CHR5	CHR5	11525004	0.0526	0.0054	0.0011	266.7016	56.0542	-1.1766	-0.2295	375.7071	59.449	1403	222	0.0036	0.003	12	12	209554237	Shortwinged
CHR5	CHR5	11550000	0.0207	0.0061	0.0017	295.575	90.8051	-1.4642	-0.0343	460.6031	91.5836	1700	342	0.0041	0.003	12	12	209579233	Shortwinged
CHR5	CHR5	11574998	0.0313	0.0088	0.0018	410.3029	95.8077	-1.2018	-0.5984	581.1727	112.4711	2145	420	0.0056	0.0043	12	12	209604231	Shortwinged
CHR5	CHR5	11599994	0.0403	0.0081	0.0012	390.9402	67.4849	-1.0898	-1.2262	534.5057	96.9394	1996	362	0.005	0.004	12	12	209629227	Shortwinged
CHR5	CHR5	11625002	0.0457	0.0062	0.0011	303.5088	55.69	-1.1354	-1.2081	421.499	79.5332	1574	297	0.004	0.0033	12	12	209654235	Shortwinged
CHR5	CHR5	11649701	0.0457	0.0059	0.0013	284.7777	65.5942	-1.2497	-0.6493	411.5908	78.1942	1537	292	0.004	0.0033	12	12	209678934	Shortwinged
CHR5	CHR5	11674922	0.0443	0.0069	0.0013	296.6472	60.0293	-1.2688	-0.0849	431.6749	61.3235	1612	229	0.0045	0.0037	12	12	209704155	Shortwinged
CHR5	CHR5	11700870	0.0441	0.0081	0.0014	347.6235	64.1754	-1.1344	-0.182	481.1948	67.2149	1776	251	0.0052	0.0044	12	12	209730103	Shortwinged
CHR5	CHR5	11724999	0.0495	0.01	0.0024	467.4251	120.0449	-0.8153	-0.9874	583.8822	158.7985	2155	593	0.0068	0.0056	12	12	209754232	Shortwinged
CHR5	CHR5	11750002	0.0501	0.0102	0.0029	490.9222	146.1536	-0.8501	-1.1299	621.0013	202.7158	2319	757	0.0072	0.0059	12	12	209779235	Shortwinged
CHR5	CHR5	11774742	0.0505	0.0083	0.0023	372.3332	106.2875	-0.9779	-0.4122	490.5884	118.3625	1832	442	0.0058	0.0051	12	12	209803975	Shortwinged
CHR5	CHR5	11800379	0.0592	0.0074	0.0017	337.0204	79.3033	-0.7065	0.8597	408.1095	65.3404	1524	244	0.0051	0.0044	12	12	209829612	Shortwinged
CHR5	CHR5	11825000	0.0612	0.0087	0.0017	430.6978	89.0521	-0.6988	0.5283	520.3129	78.7298	1943	294	0.0059	0.0048	12	12	209854233	Shortwinged
CHR5	CHR5	11847751	0.0601	0.0097	0.0019	400.5636	81.053	-0.7226	0.0224	487.3749	80.6043	1820	301	0.0065	0.0054	12	12	209876984	Shortwinged
CHR5	CHR5	11874127	0.0482	0.0083	0.0017	204.208	43.8294	-0.8165	-0.7938	255.7379	54.6288	955	204	0.0055	0.0047	12	12	209903360	Shortwinged
CHR5	CHR5	11903733	0.0639	0.0084	0.0008	272.4708	28.4104	-0.5647	-1.578	316.1905	46.863	1167	175	0.0052	0.0044	12	12	209932966	Shortwinged
CHR5	CHR5	11924999	0.068	0.0094	0.0008	457.907	38.7031	-0.3845	-1.1845	505.8523	54.8966	1889	205	0.0058	0.0051	12	12	209954232	Shortwinged
CHR5	CHR5	11949999	0.049	0.0082	0.0011	396.6959	56.1285	-1.0804	-0.9008	540.6648	72.3029	2019	270	0.0051	0.0047	12	12	209979232	Shortwinged
CHR5	CHR5	11975004	0.0217	0.0076	0.0045	364.3401	219.7773	-1.4828	-0.7099	574.1384	266.4495	2144	995	0.0063	0.0053	12	12	210004237	Shortwinged
CHR5	CHR5	12000000	0.0301	0.0089	0.0086	429.6838	425.4886	-1.0601	-0.3114	581.6364	460.8639	2172	1721	0.0093	0.0073	12	12	210029233	Shortwinged
CHR5	CHR5	12024985	0.0373	0.009	0.0096	391.7495	434.424	-0.6292	0.2213	463.0416	412.1043	1709	1521	0.01	0.0078	12	12	210054218	Shortwinged
CHR5	CHR5	12050034	0.0658	0.0106	0.0055	465.9786	259.7906	-0.1993	0.4924	489.8649	231.637	1808	865	0.0092	0.0072	12	12	210079267	Shortwinged
CHR5	CHR5	12074992	0.0552	0.0118	0.0042	564.0752	217.5501	-0.097	0.725	577.8874	184.5062	2158	689	0.0089	0.0062	12	12	210104225	Shortwinged
CHR5	CHR5	12100112	0.0158	0.007	0.0034	343.6314	176.944	-0.9891	0.7882	454.4369	148.087	1697	553	0.0054	0.0035	12	12	210129345	Shortwinged
CHR5	CHR5	12124882	0.0163	0.0033	0.0012	152.288	58.1886	-2.1629	-0.9132	326.4341	75.2485	1219	281	0.0023	0.0018	12	12	210154115	Shortwinged
CHR5	CHR5	12149513	0.0032	0.0052	0.0034	168.0732	126.6281	-1.3795	-0.6248	253.8736	149.5605	937	552	0.0043	0.0019	12	12	210178746	Shortwinged
CHR5	CHR5	12176723	0.0084	0.0076	0.0048	238.7641	174.7901	-1.0515	-0.2262	320.6817	185.0541	1169	683	0.0063	0.0033	12	12	210205956	Shortwinged
CHR5	CHR5	12200001	0.0189	0.0055	0.0021	258.4598	108.5538	-1.6144	-0.0063	427.2771	108.7221	1577	406	0.0039	0.0029	12	12	210229234	Shortwinged
CHR5	CHR5	12224998	0.0439	0.0064	0.0016	311.4701	81.3889	-1.1619	-1.6194	436.4951	135.7687	1630	507	0.0044	0.0037	12	12	210254231	Shortwinged
CHR5	CHR5	12250004	0.0238	0.0098	0.0054	477.5291	272.2315	-0.1674	-0.4827	498.0864	309.0278	1860	1154	0.008	0.0062	12	12	210279237	Shortwinged
CHR5	CHR5	12275000	0.0084	0.0114	0.0079	555.05	392.0617	-0.2552	-0.4615	592.0104	442.3865	2185	1652	0.0098	0.0075	12	12	210304233	Shortwinged
CHR5	CHR5	12299999	0.0184	0.01	0.0082	483.9734	400.1152	-0.6173	-0.6635	570.0641	477.6725	2104	1763	0.0094	0.0078	12	12	210329232	Shortwinged
CHR5	CHR5	12324671	0.0227	0.0096	0.0074	422.5579	334.4337	-0.8466	-0.8378	532.9449	421.499	1967	1574	0.0089	0.0074	12	12	210353904	Shortwinged
CHR5	CHR5	12350119	0.0179	0.0098	0.0051	435.5198	232.4018	-0.8196	-1.7806	545.7528	414.2687	2038	1547	0.0077	0.0065	12	12	210379352	Shortwinged
CHR5	CHR5	12374923	0.0145	0.0095	0.0055	450.0503	260.6244	-0.6256	-1.7492	532.0956	458.186	1987	1711	0.0077	0.0065	12	12	210404156	Shortwinged
CHR5	CHR5	12400070	0.0105	0.0103	0.0061	446.5262	273.4559	-0.5642	-1.456	518.043	424.8386	1912	1568	0.0084	0.0064	12	12	210429303	Shortwinged
CHR5	CHR5	12425000	0.0306	0.0107	0.0046	464.9375	214.3343	-0.5234	-1.5934	533.2158	351.4131	1968	1297	0.0081	0.0062	12	12	210454233	Shortwinged
CHR5	CHR5	12450000	0.0429	0.0097	0.0032	463.7978	157.1422	-0.4332	-2.093	519.2417	324.8273	1939	1213	0.007	0.0059	12	12	210479233	Shortwinged
CHR5	CHR5	12474998	0.0414	0.0086	0.0031	425.046	153.3377	-0.4065	-2.0459	472.3788	309.5634	1764	1156	0.0063	0.0055	12	12	210504231	Shortwinged
CHR5	CHR5	12500003	0.0377	0.0087	0.0032	428.074	157.8086	-0.3574	-2.0069	469.4331	312.5091	1753	1167	0.0064	0.0056	12	12	210529236	Shortwinged
CHR5	CHR5	12524997	0.0189	0.0068	0.003	337.1431	150.7682	-0.5703	-1.7936	392.31	270.4663	1465	1010	0.0051	0.0045	12	12	210554230	Shortwinged
CHR5	CHR5	12550002	0.0139	0.0048	0.0023	242.961	115.2065	-0.7932	-1.8749	302.0653	214.4985	1128	801	0.0037	0.0033	12	12	210579235	Shortwinged
CHR5	CHR5	12575003	0.0248	0.0056	0.0019	274.4345	96.4131	-0.8385	-1.666	345.9826	163.8865	1292	612	0.0039	0.0031	12	12	210604236	Shortwinged
CHR5	CHR5	12599999	0.0388	0.006	0.0018	293.2058	92.0415	-0.974	-0.6857	385.8831	110.8644	1441	414	0.0043	0.0034	12	12	210629232	Shortwinged
CHR5	CHR5	12624996	0.0406	0.004	0.0011	199.7003	56.2126	-1.3926	-0.6179	304.2076	66.4115	1136	248	0.0028	0.0024	12	12	210654229	Shortwinged
CHR5	CHR5	12650004	0	0.0026	0.0016	128.9548	80.0019	-2.0003	-1.8715	254.6668	148.8904	951	556	0.0021	0.0018	12	12	210679237	Shortwinged
CHR5	CHR5	12675001	0	0.0029	0.0022	142.6656	109.4633	-1.9484	-2.0338	274.7509	219.8543	1026	821	0.0025	0.0021	12	12	210704234	Shortwinged
CHR5	CHR5	12699999	0.0328	0.0039	0.002	192.5086	101.8512	-1.4354	-1.0746	298.0485	138.7144	1113	518	0.0032	0.0028	12	12	210729232	Shortwinged
CHR5	CHR5	12724985	0.0392	0.0058	0.0022	259.4994	100.9749	-1.2281	0.0771	372.2259	99.0817	1390	370	0.0043	0.0039	12	12	210754218	Shortwinged
CHR5	CHR5	12749999	0.0406	0.0068	0.0018	299.9803	80.0079	-1.1876	-0.108	424.1768	82.211	1584	307	0.0047	0.004	12	12	210779232	Shortwinged
CHR5	CHR5	12775000	0.0434	0.0073	0.0019	331.902	96.5901	-0.9606	-0.1436	434.8884	100.1529	1624	374	0.005	0.0043	12	12	210804233	Shortwinged
CHR5	CHR5	12799999	0.0265	0.0077	0.0032	358.422	163.7537	-0.7308	-0.3916	436.4892	181.2928	1611	677	0.0057	0.0044	12	12	210829232	Shortwinged
CHR5	CHR5	12824542	0.0369	0.0091	0.0046	425.3659	214.3676	0.1467	-0.8969	410.5196	275.2865	1533	1028	0.0073	0.0051	12	12	210853775	Shortwinged
CHR5	CHR5	12850092	0.0497	0.013	0.0063	596.5097	285.9838	0.9737	-0.8661	481.7366	363.6567	1778	1358	0.0106	0.008	12	12	210879325	Shortwinged
CHR5	CHR5	12874942	0.0599	0.0138	0.0059	623.9578	271.087	0.8772	-1.1664	513.7079	380.5273	1896	1421	0.0111	0.009	12	12	210904175	Shortwinged
CHR5	CHR5	12901086	0.0685	0.0111	0.0049	498.5229	237.4804	-0.1416	-0.7404	516.4174	290.5504	1906	1085	0.0092	0.0069	12	12	210930319	Shortwinged
CHR5	CHR5	12924947	0.0502	0.0097	0.005	448.8181	247.8444	-0.6591	-0.0238	535.1124	249.311	1975	931	0.0081	0.0059	12	12	210954180	Shortwinged
CHR5	CHR5	12950003	0.0427	0.0081	0.0045	368.5258	209.0317	-0.6895	-1.0197	443.9932	279.3033	1658	1043	0.0069	0.0055	12	12	210979236	Shortwinged
CHR5	CHR5	12974841	0.1137	0.0068	0.0068	279.3191	279.7577	-0.5419	-0.433	322.4173	312.9392	1204	1155	0.0085	0.0062	12	12	211004074	Shortwinged
CHR5	CHR5	13000315	0.2238	0.0095	0.0083	416.0541	353.5667	0.5038	0.0061	370.3791	353.0387	1367	1303	0.0139	0.0091	12	12	211029548	Shortwinged
CHR5	CHR5	13025000	0.2723	0.0118	0.0043	600.6102	215.0698	1.3541	-0.1449	451.1201	222.9861	1665	823	0.0139	0.0091	12	12	211054233	Shortwinged
CHR5	CHR5	13048853	0.2915	0.0131	0.0017	497.3253	63.0587	2.0557	0.466	330.8214	56.5034	1221	211	0.0134	0.0095	12	12	211078086	Shortwinged
CHR5	CHR5	13076459	0.1986	0.0109	0.0017	363.4951	60.8381	0.7264	0.6386	308.6041	52.4865	1139	196	0.0093	0.0077	12	12	211105692	Shortwinged
CHR5	CHR5	13100008	0.0975	0.0096	0.0021	374.3809	106.9755	0.0792	-0.4508	367.3164	120.2987	1339	444	0.0071	0.0055	12	12	211129241	Shortwinged
CHR5	CHR5	13125002	0.0609	0.0114	0.0059	498.0884	294.4591	0.2881	-0.4068	465.5235	327.0282	1697	1207	0.0098	0.0071	12	12	211154235	Shortwinged
CHR5	CHR5	13150001	0.044	0.0112	0.006	551.8414	310.2192	-0.054	-0.9004	559.2263	398.7369	2064	1489	0.0094	0.0068	12	12	211179234	Shortwinged
CHR5	CHR5	13174996	0.0847	0.0142	0.0048	687.4149	233.4896	0.1009	-1.5206	670.8549	373.5648	2476	1395	0.0112	0.0089	12	12	211204229	Shortwinged
CHR5	CHR5	13200004	0.0922	0.0162	0.0062	802.2781	305.3043	0.5588	-1.0572	705.8065	412.9297	2605	1542	0.0134	0.0101	12	12	211229237	Shortwinged
CHR5	CHR5	13225002	0.0946	0.0146	0.0056	730.6253	274.4009	1.044	-1.1916	581.9856	388.561	2148	1451	0.0121	0.0075	12	12	211254235	Shortwinged
CHR5	CHR5	13250004	0.1686	0.015	0.006	720.5121	287.5025	1.405	-0.6745	536.1962	344.3685	1979	1271	0.0147	0.0082	12	12	211279237	Shortwinged
CHR5	CHR5	13274999	0.1482	0.0147	0.0093	716.3224	445.7749	1.2412	0.6019	549.4724	388.5323	2028	1434	0.0161	0.0096	12	12	211304232	Shortwinged
CHR5	CHR5	13298951	0.0755	0.0139	0.0113	658.3537	534.0341	0.6331	0.5188	570.0641	473.8793	2104	1749	0.0146	0.0088	12	12	211328184	Shortwinged
CHR5	CHR5	13323112	0.039	0.0157	0.0131	634.8149	539.3372	0.3648	0.6789	582.7984	462.4997	2151	1707	0.0156	0.0087	12	12	211352345	Shortwinged
CHR5	CHR5	13349875	0.0278	0.0132	0.0122	436.4572	384.4543	0.1091	0.4756	425.1982	344.9388	1550	1241	0.0134	0.0093	12	12	211379108	Shortwinged
CHR5	CHR5	13376292	0.0298	0.0108	0.0107	369.3615	347.9216	-0.0559	0.2685	374.4017	326.9687	1347	1160	0.0114	0.0097	12	12	211405525	Shortwinged
CHR5	CHR5	13400366	0.0296	0.0229	0.0187	1006.5782	819.805	0.9031	1.0448	824.4795	653.9823	3043	2384	0.022	0.0142	12	12	211429599	Shortwinged
CHR5	CHR5	13425002	0.0761	0.0237	0.0173	1206.1138	896.9399	1.0194	0.8597	964.0383	740.1672	3600	2764	0.0238	0.0138	12	12	211454235	Shortwinged
CHR5	CHR5	13449995	0.1642	0.0148	0.0102	702.278	520.3866	0.4499	0.3453	632.6519	479.84	2335	1771	0.0173	0.0107	12	12	211479228	Shortwinged
CHR5	CHR5	13475000	0.101	0.0122	0.0104	569.2353	516.5329	0.2695	1.2058	534.0286	398.8281	1971	1472	0.0138	0.0088	12	12	211504233	Shortwinged
CHR5	CHR5	13500000	0.0338	0.0107	0.009	486.4521	431.85	0.5777	0.7995	426.1933	361.167	1573	1333	0.0105	0.0067	12	12	211529233	Shortwinged
CHR5	CHR5	13525003	0.0669	0.0093	0.0053	398.9672	232.409	0.5518	-0.7506	352.1656	284.7611	1267	1051	0.0083	0.0052	12	12	211554236	Shortwinged
CHR5	CHR5	13549873	0.0397	0.0102	0.0058	451.0404	251.8181	0.5006	-0.9183	402.1552	324.8607	1466	1199	0.0087	0.0067	12	12	211579106	Shortwinged
CHR5	CHR5	13575016	0.0264	0.0097	0.0079	461.0237	368.7245	-0.0602	-0.4682	467.9186	416.4394	1727	1537	0.0092	0.0068	12	12	211604249	Shortwinged
CHR5	CHR5	13599918	0.0287	0.011	0.0101	492.3692	458.7337	0.0186	0.0941	490.1359	448.4107	1809	1655	0.0111	0.0077	12	12	211629151	Shortwinged
CHR5	CHR5	13626047	0.0337	0.0106	0.0104	477.6248	485.3567	0.29	0.4801	445.9722	434.3216	1646	1603	0.0112	0.008	12	12	211655280	Shortwinged
CHR5	CHR5	13649127	0.0872	0.0116	0.0108	510.9387	488.6654	0.5474	0.5285	450.5782	432.696	1663	1597	0.0133	0.0097	12	12	211678360	Shortwinged
CHR5	CHR5	13676669	0.1409	0.0159	0.0101	682.4946	435.6591	0.839	-0.0275	566.2709	438.6374	2090	1638	0.0172	0.012	12	12	211705902	Shortwinged
CHR5	CHR5	13699999	0.1299	0.0163	0.0074	789.7521	362.4348	0.3616	-0.5258	725.5853	416.411	2678	1555	0.0154	0.0112	12	12	211729232	Shortwinged
CHR5	CHR5	13725000	0.0752	0.0138	0.0059	684.3974	297.3691	-0.084	-0.9667	698.762	390.4355	2579	1458	0.0114	0.0087	12	12	211754233	Shortwinged
CHR5	CHR5	13750000	0.0616	0.0136	0.0061	685.6851	300.6185	0.5101	-1.3346	609.6217	448.01	2250	1673	0.0111	0.008	12	12	211779233	Shortwinged
CHR5	CHR5	13775000	0.0926	0.014	0.0052	688.6962	256.9773	1.4009	-1.5465	512.8951	415.3398	1893	1551	0.0116	0.0074	12	12	211804233	Shortwinged
CHR5	CHR5	13799997	0.0854	0.0129	0.0047	605.0713	234.0263	0.8017	-1.4104	505.8506	358.8365	1867	1340	0.0104	0.006	12	12	211829230	Shortwinged
CHR5	CHR5	13824424	0.0839	0.0148	0.0055	632.0736	247.9916	0.237	-1.6287	597.4293	412.3752	2205	1522	0.012	0.0078	12	12	211853657	Shortwinged
CHR5	CHR5	13849949	0.1284	0.016	0.0036	537.6641	131.5034	0.3364	-1.981	497.0704	255.4992	1812	943	0.0126	0.0088	12	12	211879182	Shortwinged
CHR5	CHR5	13875930	0.1618	0.0142	0.0006	536.6747	30.409	0.4079	-1.7235	487.9683	53.2899	1801	199	0.0102	0.007	12	12	211905163	Shortwinged
CHR5	CHR5	13900000	0.14	0.0151	0.0033	724.237	169.0819	0.4727	0.5739	649.1794	148.2058	2396	547	0.0121	0.0085	12	12	211929233	Shortwinged
CHR5	CHR5	13925000	0.1033	0.0141	0.0049	664.9517	247.6178	0.4476	-0.9554	599.3259	323.235	2212	1193	0.0117	0.0089	12	12	211954233	Shortwinged
CHR5	CHR5	13949998	0.0649	0.0098	0.0026	467.3867	131.2462	0.2676	-2.4039	438.6567	322.4173	1619	1204	0.0071	0.0058	12	12	211979231	Shortwinged
CHR5	CHR5	13974967	0.055	0.0068	0.0017	309.8132	82.8343	0.1225	-2.4997	300.7264	216.373	1123	808	0.0047	0.004	12	12	212004200	Shortwinged
CHR5	CHR5	13999498	0.0358	0.0073	0.0025	305.152	107.2156	-0.3747	-1.9737	335.9693	209.1428	1240	781	0.0053	0.0042	12	12	212028731	Shortwinged
CHR5	CHR5	14025558	0.0303	0.0115	0.0067	512.7583	301.8588	-0.2485	-0.5308	545.9501	347.3216	2015	1297	0.0097	0.0077	12	12	212054791	Shortwinged
CHR5	CHR5	14050001	0.0369	0.0112	0.006	542.9539	297.0121	-0.4226	-0.6426	605.5576	352.9451	2235	1318	0.0092	0.0073	12	12	212079234	Shortwinged
CHR5	CHR5	14075007	0.0847	0.01	0.0037	456.9913	186.5091	-0.6386	-1.6975	541.615	319.1708	1999	1178	0.0081	0.006	12	12	212104240	Shortwinged
CHR5	CHR5	14099995	0.1095	0.0102	0.0048	472.2804	233.978	-0.2382	-1.3776	501.5155	353.0387	1851	1303	0.0093	0.0073	12	12	212129228	Shortwinged
CHR5	CHR5	14124998	0.0529	0.0129	0.0101	627.2626	492.2038	0.2774	0.1182	587.4044	478.2701	2168	1786	0.0127	0.0098	12	12	212154231	Shortwinged
CHR5	CHR5	14150002	0.0265	0.0138	0.0141	670.9615	683.2092	0.2144	0.4511	637.5289	615.3115	2353	2271	0.0147	0.0103	12	12	212179235	Shortwinged
CHR5	CHR5	14175001	0.0554	0.0139	0.0142	691.0116	695.0643	0.4529	0.5096	622.0851	618.021	2296	2281	0.0156	0.0101	12	12	212204234	Shortwinged
CHR5	CHR5	14200000	0.0658	0.0167	0.0151	817.9956	743.5764	0.6976	0.7478	698.762	628.5878	2579	2320	0.018	0.0117	12	12	212229233	Shortwinged
CHR5	CHR5	14224998	0.0963	0.0133	0.0106	668.5121	540.6797	0.5325	0.5312	591.4686	478.4853	2183	1766	0.0145	0.0095	12	12	212254231	Shortwinged
CHR5	CHR5	14250001	0.0841	0.0115	0.0098	576.0171	490.6944	0.6429	0.6485	497.7223	423.4839	1837	1563	0.0125	0.0083	12	12	212279234	Shortwinged
CHR5	CHR5	14275004	0.0453	0.0149	0.0154	722.2251	754.6032	0.6313	0.7776	625.6074	634.0066	2309	2340	0.0166	0.011	12	12	212304237	Shortwinged
CHR5	CHR5	14300000	0.0488	0.0169	0.0171	808.1123	819.969	0.5062	0.6072	719.0827	713.9348	2654	2635	0.0187	0.0122	12	12	212329233	Shortwinged
CHR5	CHR5	14324999	0.0683	0.0168	0.013	788.4325	599.9731	0.5844	-0.2571	689.8209	640.2383	2546	2363	0.017	0.0101	12	12	212354232	Shortwinged
CHR5	CHR5	14350000	0.084	0.0138	0.0102	669.9268	479.4203	0.2915	-0.6935	625.3364	577.3795	2308	2131	0.0142	0.009	12	12	212379233	Shortwinged
CHR5	CHR5	14374997	0.0504	0.0119	0.0082	587.2507	401.5113	-0.2086	-0.902	618.8338	516.2961	2284	1928	0.0111	0.0078	12	12	212404230	Shortwinged
CHR5	CHR5	14400001	0.0442	0.0123	0.0064	600.4858	307.6017	0.0814	-1.4837	588.7591	484.9648	2173	1811	0.0102	0.0075	12	12	212429234	Shortwinged
